SCHID,SCH_PSDISC_OOMOOS_BL_M,SCH_PSDISC_OOMOOS_WH_M,TOT_PSDISC
102564,8.0,2,10
102565,3.0,6,9
102566,7.0,1,8
102567,15.0,6,21
102568,7.0,0,7
102569,6.0,3,9
102570,3.0,2,5
102571,2.0,4,6
102572,5.0,5,10
102573,6.0,2,8
102574,6.0,1,7
102575,4.0,5,9
102576,1.0,2,3
102577,6.0,9,15
102578,8.0,6,14
102579,2.0,4,6
102580,2.0,1,3
102581,2.0,1,3
102582,5.0,2,7
102583,7.0,3,10
102584,7.0,1,8
102585,9.0,4,13
102586,4.0,5,9
102587,7.0,4,11
102588,5.0,0,5
102589,7.0,3,10
102590,7.0,3,10
102591,3.0,6,9
102592,5.0,7,12
102593,5.0,3,8
102594,5.0,5,10
102595,5.0,2,7
102596,8.0,2,10
102597,2.0,1,3
102598,6.0,7,13
102599,6.0,5,11
102600,6.0,0,6
102601,1.0,4,5
102602,10.0,6,16
102603,5.0,1,6
102604,3.0,4,7
102605,0.0,2,2
102606,7.0,1,8
102607,4.0,2,6
102608,6.0,0,6
102609,4.0,2,6
102610,2.0,4,6
102611,4.0,4,8
102612,9.0,4,13
102613,4.0,3,7
102614,5.0,4,9
102615,8.0,2,10
102616,2.0,2,4
102617,2.0,1,3
102618,5.0,2,7
102619,4.0,3,7
102620,8.0,4,12
102621,6.0,2,8
102622,9.0,2,11
102623,,2,9
102624,,1,3
102625,8.0,2,10
102626,3.0,3,6
102627,5.0,2,7
102628,4.0,2,6
102629,5.0,0,5
102630,4.0,1,5
102631,8.0,2,10
102632,0.0,4,4
102633,7.0,0,7
102634,4.0,2,6
102635,5.0,2,7
102636,2.0,4,6
102637,3.0,1,4
102638,3.0,1,4
102639,1.0,3,4
102640,3.0,1,4
102641,4.0,4,8
102642,4.0,6,10
102643,7.0,2,9
102644,9.0,4,13
102645,1.0,2,3
102646,3.0,3,6
102647,5.0,8,13
102648,1.0,1,2
102649,3.0,2,5
102650,,2,7
102651,7.0,2,9
102652,4.0,2,6
102653,6.0,3,9
102654,4.0,2,6
102655,3.0,7,10
102656,5.0,4,9
102657,4.0,2,6
102658,4.0,1,5
102659,4.0,2,6
102660,5.0,1,6
102661,4.0,3,7
102662,,4,12
102663,,2,5
102664,5.0,3,8
102665,4.0,1,5
102666,3.0,1,4
102667,5.0,0,5
102668,5.0,4,9
102669,5.0,2,7
102670,2.0,4,6
102671,4.0,7,11
102672,4.0,5,9
102673,7.0,1,8
102674,2.0,2,4
102675,3.0,4,7
102676,4.0,4,8
102677,5.0,2,7
102678,7.0,2,9
102679,5.0,2,7
102680,3.0,3,6
102681,2.0,3,5
102682,5.0,1,6
102683,7.0,3,10
102684,5.0,4,9
102685,5.0,1,6
102686,7.0,1,8
102687,,3,10
102688,10.0,4,14
102689,4.0,3,7
102690,4.0,3,7
102691,0.0,3,3
102692,3.0,3,6
102693,3.0,2,5
102694,2.0,4,6
102695,9.0,1,10
102696,8.0,2,10
102697,8.0,5,13
102698,4.0,2,6
102699,10.0,4,14
102700,3.0,4,7
102701,2.0,3,5
102702,2.0,1,3
102703,2.0,3,5
102704,6.0,2,8
102705,2.0,3,5
102706,9.0,3,12
102707,8.0,5,13
102708,4.0,1,5
102709,4.0,1,5
102710,3.0,2,5
102711,9.0,5,14
102712,10.0,3,13
102713,5.0,3,8
102714,5.0,1,6
102715,9.0,3,12
102716,2.0,3,5
102717,5.0,5,10
102718,5.0,3,8
102719,8.0,2,10
102720,6.0,2,8
102721,6.0,7,13
102722,7.0,1,8
102723,5.0,1,6
102724,5.0,3,8
102725,7.0,5,12
102726,4.0,2,6
102727,4.0,5,9
102728,6.0,2,8
102729,6.0,2,8
102730,4.0,3,7
102731,3.0,6,9
102732,3.0,0,3
102733,10.0,2,12
102734,6.0,4,10
102735,6.0,7,13
102736,4.0,2,6
102737,1.0,3,4
102738,5.0,5,10
102739,7.0,3,10
102740,4.0,2,6
102741,3.0,6,9
102742,5.0,6,11
102743,7.0,4,11
102744,9.0,5,14
102745,2.0,2,4
102746,6.0,2,8
102747,2.0,2,4
102748,3.0,5,8
102749,5.0,3,8
102750,3.0,1,4
102751,4.0,2,6
102752,5.0,1,6
102753,4.0,1,5
102754,5.0,1,6
102755,,4,6
102756,4.0,6,10
102757,5.0,3,8
102758,6.0,3,9
102759,,2,12
102760,5.0,3,8
102761,6.0,3,9
102762,7.0,4,11
102763,4.0,2,6
102764,7.0,4,11
102765,6.0,3,9
102766,2.0,3,5
102767,3.0,2,5
102768,4.0,2,6
102769,4.0,6,10
102770,5.0,4,9
102771,7.0,1,8
102772,,4,7
102773,3.0,2,5
102774,6.0,3,9
102775,3.0,1,4
102776,9.0,5,14
102777,7.0,1,8
102778,5.0,2,7
102779,6.0,1,7
102780,6.0,3,9
102781,3.0,3,6
102782,8.0,2,10
102783,10.0,4,14
102784,6.0,1,7
102785,7.0,4,11
102786,2.0,3,5
102787,5.0,2,7
102788,8.0,1,9
102789,,2,8
102790,2.0,3,5
102791,3.0,4,7
102792,10.0,1,11
102793,3.0,3,6
102794,4.0,2,6
102795,9.0,6,15
102796,2.0,3,5
102797,5.0,8,13
102798,1.0,4,5
102799,5.0,1,6
102800,9.0,2,11
102801,2.0,2,4
102802,5.0,8,13
102803,6.0,0,6
102804,7.0,3,10
102805,3.0,6,9
102806,7.0,3,10
102807,7.0,0,7
102808,6.0,2,8
102809,4.0,3,7
102810,10.0,4,14
102811,6.0,1,7
102812,8.0,6,14
102813,3.0,3,6
102814,6.0,4,10
102815,9.0,2,11
102816,3.0,5,8
102817,7.0,5,12
102818,4.0,8,12
102819,3.0,4,7
102820,9.0,2,11
102821,4.0,3,7
102822,4.0,2,6
102823,3.0,1,4
102824,2.0,3,5
102825,3.0,3,6
102826,6.0,1,7
102827,12.0,1,13
102828,7.0,1,8
102829,4.0,2,6
102830,7.0,2,9
102831,5.0,1,6
102832,8.0,0,8
102833,4.0,2,6
102834,7.0,2,9
102835,5.0,3,8
102836,2.0,7,9
102837,,3,7
102838,6.0,2,8
102839,6.0,0,6
102840,4.0,1,5
102841,3.0,1,4
102842,4.0,4,8
102843,5.0,3,8
102844,7.0,2,9
102845,10.0,3,13
102846,7.0,2,9
102847,5.0,2,7
102848,3.0,5,8
102849,4.0,6,10
102850,4.0,6,10
102851,8.0,5,13
102852,8.0,4,12
102853,4.0,3,7
102854,4.0,2,6
102855,8.0,4,12
102856,4.0,1,5
102857,6.0,2,8
102858,6.0,4,10
102859,1.0,3,4
102860,,3,8
102861,3.0,2,5
102862,9.0,2,11
102863,4.0,2,6
102864,8.0,3,11
102865,,4,12
102866,2.0,3,5
102867,6.0,4,10
102868,9.0,2,11
102869,4.0,4,8
102870,4.0,3,7
102871,6.0,2,8
102872,13.0,4,17
102873,6.0,2,8
102874,8.0,4,12
102875,8.0,8,16
102876,1.0,3,4
102877,8.0,3,11
102878,,0,4
102879,4.0,4,8
102880,2.0,2,4
102881,6.0,3,9
102882,6.0,4,10
102883,3.0,6,9
102884,,6,11
102885,8.0,1,9
102886,9.0,2,11
102887,,4,7
102888,2.0,1,3
102889,7.0,2,9
102890,6.0,2,8
102891,,4,10
102892,6.0,3,9
102893,4.0,4,8
102894,6.0,4,10
102895,10.0,2,12
102896,,4,8
102897,3.0,6,9
102898,0.0,4,4
102899,8.0,4,12
102900,3.0,3,6
102901,4.0,3,7
102902,5.0,3,8
102903,3.0,3,6
102904,2.0,2,4
102905,8.0,2,10
102906,4.0,4,8
102907,3.0,3,6
102908,8.0,1,9
102909,5.0,4,9
102910,6.0,3,9
102911,7.0,2,9
102912,10.0,3,13
102913,7.0,2,9
102914,,1,4
102915,3.0,3,6
102916,7.0,1,8
102917,3.0,1,4
102918,3.0,3,6
102919,3.0,0,3
102920,8.0,5,13
102921,2.0,3,5
102922,5.0,1,6
102923,4.0,2,6
102924,,0,2
102925,3.0,2,5
102926,2.0,2,4
102927,6.0,2,8
102928,3.0,3,6
102929,6.0,1,7
102930,5.0,4,9
102931,4.0,4,8
102932,6.0,2,8
102933,6.0,2,8
102934,,3,9
102935,7.0,1,8
102936,10.0,4,14
102937,12.0,1,13
102938,5.0,1,6
102939,7.0,3,10
102940,10.0,4,14
102941,2.0,4,6
102942,4.0,5,9
102943,6.0,1,7
102944,4.0,6,10
102945,5.0,8,13
102946,3.0,5,8
102947,3.0,6,9
102948,3.0,3,6
102949,6.0,0,6
102950,5.0,3,8
102951,9.0,2,11
102952,1.0,3,4
102953,,4,9
102954,6.0,1,7
102955,5.0,3,8
102956,8.0,3,11
102957,4.0,5,9
102958,6.0,6,12
102959,5.0,2,7
102960,7.0,4,11
102961,4.0,3,7
102962,,3,10
102963,4.0,2,6
102964,5.0,3,8
102965,5.0,1,6
102966,5.0,3,8
102967,,2,8
102968,5.0,1,6
102969,3.0,4,7
102970,3.0,2,5
102971,5.0,5,10
102972,,4,8
102973,5.0,3,8
102974,2.0,5,7
102975,8.0,2,10
102976,4.0,6,10
102977,1.0,2,3
102978,3.0,2,5
102979,6.0,3,9
102980,7.0,3,10
102981,5.0,3,8
102982,3.0,3,6
102983,5.0,6,11
102984,4.0,5,9
102985,4.0,4,8
102986,2.0,3,5
102987,,2,5
102988,,2,6
102989,6.0,1,7
102990,8.0,2,10
102991,5.0,3,8
102992,2.0,3,5
102993,3.0,4,7
102994,6.0,0,6
102995,6.0,1,7
102996,9.0,3,12
102997,5.0,3,8
102998,3.0,6,9
102999,6.0,2,8
103000,4.0,3,7
103001,5.0,2,7
103002,4.0,5,9
103003,7.0,3,10
103004,9.0,2,11
103005,6.0,1,7
103006,5.0,2,7
103007,2.0,10,12
103008,7.0,4,11
103009,2.0,5,7
103010,5.0,3,8
103011,5.0,3,8
103012,4.0,2,6
103013,2.0,3,5
103014,11.0,2,13
103015,5.0,0,5
103016,8.0,2,10
103017,10.0,3,13
103018,10.0,2,12
103019,5.0,3,8
103020,2.0,6,8
103021,7.0,1,8
103022,7.0,3,10
103023,10.0,1,11
103024,3.0,5,8
103025,7.0,4,11
103026,6.0,2,8
103027,2.0,3,5
103028,2.0,2,4
103029,3.0,2,5
103030,4.0,5,9
103031,2.0,1,3
103032,9.0,2,11
103033,7.0,5,12
103034,8.0,3,11
103035,3.0,5,8
103036,7.0,1,8
103037,3.0,3,6
103038,10.0,5,15
103039,4.0,4,8
103040,7.0,2,9
103041,2.0,2,4
103042,,3,5
103043,5.0,3,8
103044,10.0,5,15
103045,6.0,3,9
103046,4.0,2,6
103047,1.0,6,7
103048,8.0,5,13
103049,5.0,4,9
103050,3.0,3,6
103051,4.0,5,9
103052,3.0,6,9
103053,3.0,0,3
103054,4.0,6,10
103055,4.0,2,6
103056,5.0,3,8
103057,3.0,5,8
103058,6.0,3,9
103059,4.0,3,7
103060,6.0,4,10
103061,6.0,2,8
103062,5.0,4,9
103063,7.0,1,8
103064,5.0,5,10
103065,6.0,2,8
103066,4.0,2,6
103067,8.0,6,14
103068,11.0,3,14
103069,6.0,2,8
103070,3.0,2,5
103071,4.0,3,7
103072,8.0,4,12
103073,6.0,2,8
103074,5.0,5,10
103075,6.0,1,7
103076,4.0,3,7
103077,5.0,2,7
103078,,3,17
103079,4.0,2,6
103080,6.0,6,12
103081,2.0,2,4
103082,5.0,3,8
103083,5.0,4,9
103084,4.0,3,7
103085,3.0,5,8
103086,6.0,3,9
103087,5.0,5,10
103088,7.0,3,10
103089,8.0,2,10
103090,6.0,1,7
103091,5.0,1,6
103092,8.0,0,8
103093,9.0,3,12
103094,3.0,2,5
103095,5.0,2,7
103096,2.0,1,3
103097,6.0,4,10
103098,9.0,4,13
103099,5.0,6,11
103100,7.0,1,8
103101,7.0,3,10
103102,3.0,0,3
103103,5.0,1,6
103104,5.0,8,13
103105,4.0,3,7
103106,5.0,2,7
103107,4.0,2,6
103108,8.0,2,10
103109,7.0,3,10
103110,6.0,4,10
103111,7.0,1,8
103112,10.0,5,15
103113,4.0,5,9
103114,9.0,4,13
103115,9.0,1,10
103116,9.0,6,15
103117,3.0,1,4
103118,3.0,5,8
103119,8.0,3,11
103120,6.0,3,9
103121,9.0,6,15
103122,2.0,0,2
103123,6.0,1,7
103124,2.0,4,6
103125,9.0,5,14
103126,6.0,10,16
103127,1.0,3,4
103128,3.0,4,7
103129,,6,10
103130,4.0,2,6
103131,6.0,3,9
103132,8.0,7,15
103133,5.0,3,8
103134,11.0,5,16
103135,9.0,4,13
103136,5.0,5,10
103137,4.0,3,7
103138,,3,6
103139,12.0,6,18
103140,5.0,1,6
103141,12.0,3,15
103142,4.0,1,5
103143,5.0,2,7
103144,3.0,4,7
103145,3.0,2,5
103146,5.0,3,8
103147,3.0,2,5
103148,8.0,2,10
103149,6.0,4,10
103150,4.0,1,5
103151,2.0,2,4
103152,8.0,2,10
103153,7.0,2,9
103154,3.0,1,4
103155,3.0,2,5
103156,8.0,5,13
103157,5.0,4,9
103158,6.0,4,10
103159,9.0,3,12
103160,4.0,3,7
103161,5.0,0,5
103162,6.0,2,8
103163,,1,8
103164,3.0,1,4
103165,4.0,5,9
103166,4.0,3,7
103167,1.0,1,2
103168,5.0,4,9
103169,4.0,5,9
103170,1.0,2,3
103171,3.0,1,4
103172,7.0,4,11
103173,0.0,5,5
103174,9.0,5,14
103175,5.0,2,7
103176,4.0,5,9
103177,0.0,4,4
103178,6.0,4,10
103179,6.0,3,9
103180,2.0,0,2
103181,3.0,5,8
103182,5.0,2,7
103183,7.0,5,12
103184,5.0,5,10
103185,5.0,2,7
103186,6.0,5,11
103187,3.0,5,8
103188,5.0,2,7
103189,4.0,6,10
103190,3.0,2,5
103191,7.0,3,10
103192,4.0,3,7
103193,7.0,6,13
103194,6.0,6,12
103195,4.0,2,6
103196,4.0,1,5
103197,,4,7
103198,5.0,3,8
103199,4.0,2,6
103200,10.0,4,14
103201,8.0,1,9
103202,2.0,3,5
103203,3.0,2,5
103204,7.0,2,9
103205,4.0,5,9
103206,6.0,2,8
103207,4.0,1,5
103208,5.0,3,8
103209,5.0,0,5
103210,9.0,3,12
103211,4.0,3,7
103212,1.0,1,2
103213,4.0,1,5
103214,6.0,3,9
103215,3.0,6,9
103216,4.0,3,7
103217,10.0,4,14
103218,9.0,4,13
103219,6.0,2,8
103220,7.0,2,9
103221,0.0,2,2
103222,6.0,1,7
103223,,3,5
103224,3.0,2,5
103225,13.0,3,16
103226,5.0,1,6
103227,2.0,3,5
103228,6.0,5,11
103229,6.0,2,8
103230,4.0,1,5
103231,8.0,1,9
103232,,6,16
103233,9.0,7,16
103234,4.0,0,4
103235,3.0,0,3
103236,6.0,1,7
103237,7.0,1,8
103238,5.0,3,8
103239,4.0,4,8
103240,6.0,3,9
103241,5.0,3,8
103242,5.0,2,7
103243,1.0,5,6
103244,6.0,3,9
103245,4.0,5,9
103246,4.0,2,6
103247,2.0,2,4
103248,5.0,1,6
103249,,4,8
103250,9.0,4,13
103251,4.0,2,6
103252,0.0,2,2
103253,11.0,5,16
103254,8.0,3,11
103255,7.0,2,9
103256,6.0,4,10
103257,3.0,4,7
103258,5.0,0,5
103259,6.0,7,13
103260,3.0,5,8
103261,5.0,2,7
103262,8.0,2,10
103263,6.0,3,9
103264,7.0,5,12
103265,4.0,2,6
103266,3.0,2,5
103267,8.0,2,10
103268,1.0,4,5
103269,5.0,7,12
103270,6.0,3,9
103271,5.0,4,9
103272,5.0,6,11
103273,5.0,2,7
103274,5.0,4,9
103275,6.0,0,6
103276,5.0,2,7
103277,5.0,3,8
103278,8.0,3,11
103279,3.0,6,9
103280,5.0,3,8
103281,3.0,5,8
103282,3.0,3,6
103283,7.0,3,10
103284,4.0,2,6
103285,4.0,2,6
103286,2.0,2,4
103287,6.0,2,8
103288,3.0,6,9
103289,7.0,3,10
103290,7.0,0,7
103291,8.0,3,11
103292,6.0,5,11
103293,7.0,4,11
103294,4.0,3,7
103295,7.0,0,7
103296,,3,5
103297,5.0,4,9
103298,3.0,4,7
103299,7.0,4,11
103300,5.0,5,10
103301,7.0,3,10
103302,9.0,4,13
103303,6.0,2,8
103304,5.0,3,8
103305,7.0,1,8
103306,1.0,3,4
103307,3.0,1,4
103308,,3,6
103309,11.0,3,14
103310,4.0,1,5
103311,2.0,1,3
103312,5.0,6,11
103313,7.0,5,12
103314,2.0,2,4
103315,5.0,2,7
103316,2.0,2,4
103317,1.0,3,4
103318,6.0,4,10
103319,4.0,0,4
103320,7.0,4,11
103321,7.0,5,12
103322,6.0,2,8
103323,6.0,3,9
103324,6.0,2,8
103325,7.0,1,8
103326,4.0,2,6
103327,9.0,3,12
103328,4.0,3,7
103329,6.0,4,10
103330,7.0,4,11
103331,4.0,6,10
103332,6.0,1,7
103333,2.0,5,7
103334,6.0,5,11
103335,,3,7
103336,3.0,6,9
103337,3.0,7,10
103338,5.0,4,9
103339,3.0,3,6
103340,4.0,5,9
103341,3.0,3,6
103342,6.0,6,12
103343,9.0,1,10
103344,5.0,1,6
103345,6.0,2,8
103346,4.0,3,7
103347,3.0,4,7
103348,9.0,3,12
103349,3.0,4,7
103350,9.0,2,11
103351,4.0,0,4
103352,8.0,2,10
103353,3.0,3,6
103354,,2,5
103355,,3,8
103356,8.0,3,11
103357,3.0,4,7
103358,,0,4
103359,8.0,3,11
103360,3.0,4,7
103361,3.0,3,6
103362,2.0,4,6
103363,7.0,4,11
103364,2.0,1,3
103365,,2,8
103366,5.0,2,7
103367,6.0,2,8
103368,2.0,4,6
103369,10.0,1,11
103370,3.0,4,7
103371,6.0,0,6
103372,5.0,5,10
103373,7.0,4,11
103374,6.0,3,9
103375,7.0,0,7
103376,4.0,2,6
103377,7.0,0,7
103378,2.0,2,4
103379,6.0,4,10
103380,7.0,2,9
103381,5.0,3,8
103382,4.0,1,5
103383,5.0,2,7
103384,2.0,2,4
103385,8.0,2,10
103386,5.0,1,6
103387,6.0,2,8
103388,5.0,4,9
103389,6.0,4,10
103390,8.0,4,12
103391,7.0,5,12
103392,0.0,2,2
103393,4.0,1,5
103394,7.0,4,11
103395,7.0,2,9
103396,2.0,3,5
103397,3.0,0,3
103398,,2,11
103399,7.0,3,10
103400,8.0,1,9
103401,4.0,0,4
103402,2.0,3,5
103403,6.0,6,12
103404,2.0,3,5
103405,4.0,5,9
103406,9.0,4,13
103407,4.0,2,6
103408,3.0,5,8
103409,4.0,1,5
103410,,1,3
103411,,5,12
103412,7.0,3,10
103413,2.0,2,4
103414,4.0,1,5
103415,4.0,5,9
103416,5.0,4,9
103417,6.0,3,9
103418,6.0,0,6
103419,8.0,1,9
103420,4.0,2,6
103421,1.0,9,10
103422,4.0,1,5
103423,6.0,2,8
103424,3.0,3,6
103425,4.0,4,8
103426,1.0,1,2
103427,7.0,2,9
103428,2.0,3,5
103429,,3,12
103430,6.0,6,12
103431,5.0,5,10
103432,10.0,3,13
103433,7.0,1,8
103434,5.0,2,7
103435,4.0,2,6
103436,11.0,2,13
103437,4.0,2,6
103438,3.0,6,9
103439,1.0,4,5
103440,7.0,3,10
103441,5.0,2,7
103442,7.0,1,8
103443,5.0,1,6
103444,2.0,4,6
103445,5.0,5,10
103446,9.0,4,13
103447,11.0,1,12
103448,6.0,4,10
103449,6.0,2,8
103450,3.0,4,7
103451,8.0,1,9
103452,3.0,2,5
103453,8.0,4,12
103454,7.0,1,8
103455,6.0,3,9
103456,6.0,3,9
103457,3.0,7,10
103458,7.0,4,11
103459,4.0,3,7
103460,4.0,1,5
103461,10.0,3,13
103462,,2,8
103463,2.0,3,5
103464,4.0,3,7
103465,3.0,2,5
103466,9.0,5,14
103467,6.0,3,9
103468,3.0,0,3
103469,7.0,2,9
103470,5.0,2,7
103471,7.0,1,8
103472,7.0,3,10
103473,2.0,7,9
103474,7.0,1,8
103475,3.0,6,9
103476,7.0,6,13
103477,5.0,3,8
103478,8.0,2,10
103479,3.0,1,4
103480,7.0,5,12
103481,4.0,3,7
103482,3.0,1,4
103483,3.0,3,6
103484,2.0,3,5
103485,9.0,6,15
103486,10.0,3,13
103487,7.0,3,10
103488,7.0,1,8
103489,4.0,1,5
103490,4.0,2,6
103491,5.0,6,11
103492,3.0,5,8
103493,7.0,1,8
103494,4.0,2,6
103495,4.0,2,6
103496,,2,6
103497,,3,11
103498,5.0,2,7
103499,,1,4
103500,11.0,5,16
103501,7.0,2,9
103502,5.0,3,8
103503,6.0,0,6
103504,2.0,3,5
103505,1.0,5,6
103506,3.0,2,5
103507,5.0,5,10
103508,7.0,7,14
103509,3.0,2,5
103510,4.0,6,10
103511,2.0,4,6
103512,5.0,4,9
103513,2.0,1,3
103514,5.0,4,9
103515,7.0,2,9
103516,3.0,8,11
103517,6.0,3,9
103518,3.0,5,8
103519,10.0,1,11
103520,5.0,5,10
103521,3.0,3,6
103522,7.0,6,13
103523,3.0,2,5
103524,5.0,2,7
103525,4.0,5,9
103526,7.0,4,11
103527,4.0,2,6
103528,,2,6
103529,3.0,0,3
103530,6.0,2,8
103531,10.0,3,13
103532,3.0,3,6
103533,5.0,3,8
103534,4.0,1,5
103535,5.0,3,8
103536,2.0,4,6
103537,3.0,2,5
103538,4.0,4,8
103539,6.0,3,9
103540,7.0,6,13
103541,4.0,3,7
103542,7.0,4,11
103543,4.0,3,7
103544,5.0,1,6
103545,6.0,2,8
103546,9.0,2,11
103547,3.0,3,6
103548,9.0,5,14
103549,6.0,2,8
103550,2.0,4,6
103551,9.0,4,13
103552,4.0,3,7
103553,5.0,3,8
103554,5.0,6,11
103555,4.0,4,8
103556,3.0,2,5
103557,5.0,3,8
103558,4.0,0,4
103559,3.0,4,7
103560,5.0,4,9
103561,6.0,1,7
103562,9.0,1,10
103563,3.0,6,9
103564,,2,7
103565,7.0,1,8
103566,5.0,2,7
103567,2.0,3,5
103568,,1,6
103569,7.0,3,10
103570,8.0,3,11
103571,,2,4
103572,3.0,2,5
103573,6.0,3,9
103574,3.0,6,9
103575,6.0,3,9
103576,10.0,4,14
103577,2.0,3,5
103578,6.0,0,6
103579,5.0,2,7
103580,3.0,4,7
103581,4.0,1,5
103582,5.0,4,9
103583,5.0,2,7
103584,9.0,4,13
103585,6.0,2,8
103586,4.0,5,9
103587,3.0,2,5
103588,4.0,5,9
103589,,5,7
103590,5.0,1,6
103591,4.0,2,6
103592,2.0,2,4
103593,5.0,2,7
103594,11.0,5,16
103595,4.0,2,6
103596,6.0,3,9
103597,2.0,4,6
103598,,4,8
103599,9.0,3,12
103600,2.0,2,4
103601,5.0,6,11
103602,,2,6
103603,5.0,2,7
103604,3.0,2,5
103605,4.0,1,5
103606,5.0,1,6
103607,,4,11
103608,6.0,1,7
103609,5.0,1,6
103610,7.0,2,9
103611,5.0,4,9
103612,9.0,5,14
103613,5.0,4,9
103614,5.0,0,5
103615,8.0,2,10
103616,4.0,3,7
103617,2.0,3,5
103618,5.0,4,9
103619,3.0,1,4
103620,2.0,4,6
103621,5.0,2,7
103622,8.0,3,11
103623,3.0,3,6
103624,4.0,2,6
103625,11.0,3,14
103626,4.0,3,7
103627,7.0,5,12
103628,1.0,1,2
103629,3.0,4,7
103630,2.0,3,5
103631,6.0,6,12
103632,3.0,2,5
103633,5.0,3,8
103634,8.0,2,10
103635,8.0,3,11
103636,2.0,5,7
103637,6.0,2,8
103638,7.0,4,11
103639,3.0,2,5
103640,4.0,0,4
103641,8.0,2,10
103642,6.0,5,11
103643,,1,6
103644,2.0,1,3
103645,6.0,5,11
103646,5.0,6,11
103647,8.0,3,11
103648,3.0,4,7
103649,5.0,4,9
103650,4.0,3,7
103651,7.0,2,9
103652,9.0,4,13
103653,,4,10
103654,13.0,4,17
103655,,4,7
103656,7.0,1,8
103657,5.0,2,7
103658,6.0,3,9
103659,11.0,13,24
103660,7.0,4,11
103661,4.0,1,5
103662,8.0,0,8
103663,6.0,2,8
103664,4.0,5,9
103665,4.0,3,7
103666,7.0,3,10
103667,8.0,2,10
103668,3.0,4,7
103669,8.0,3,11
103670,,4,10
103671,8.0,1,9
103672,,4,7
103673,3.0,2,5
103674,7.0,3,10
103675,6.0,4,10
103676,6.0,2,8
103677,4.0,1,5
103678,3.0,4,7
103679,7.0,3,10
103680,7.0,1,8
103681,7.0,4,11
103682,5.0,2,7
103683,4.0,4,8
103684,4.0,1,5
103685,7.0,6,13
103686,5.0,6,11
103687,4.0,2,6
103688,3.0,2,5
103689,3.0,1,4
103690,3.0,3,6
103691,6.0,6,12
103692,5.0,1,6
103693,5.0,3,8
103694,4.0,0,4
103695,8.0,3,11
103696,7.0,1,8
103697,4.0,3,7
103698,3.0,2,5
103699,4.0,6,10
103700,,3,10
103701,9.0,3,12
103702,8.0,4,12
103703,3.0,3,6
103704,5.0,3,8
103705,6.0,1,7
103706,7.0,5,12
103707,6.0,3,9
103708,5.0,5,10
103709,8.0,5,13
103710,7.0,2,9
103711,4.0,2,6
103712,6.0,2,8
103713,9.0,4,13
103714,6.0,3,9
103715,5.0,2,7
103716,4.0,5,9
103717,3.0,2,5
103718,0.0,4,4
103719,6.0,6,12
103720,3.0,3,6
103721,4.0,4,8
103722,4.0,2,6
103723,8.0,4,12
103724,3.0,1,4
103725,4.0,1,5
103726,2.0,2,4
103727,5.0,5,10
103728,7.0,1,8
103729,9.0,3,12
103730,8.0,2,10
103731,10.0,5,15
103732,6.0,4,10
103733,14.0,3,17
103734,3.0,6,9
103735,6.0,3,9
103736,8.0,4,12
103737,4.0,3,7
103738,6.0,3,9
103739,8.0,1,9
103740,9.0,2,11
103741,6.0,5,11
103742,9.0,2,11
103743,1.0,5,6
103744,6.0,6,12
103745,,3,9
103746,7.0,2,9
103747,4.0,2,6
103748,13.0,3,16
103749,3.0,4,7
103750,5.0,1,6
103751,4.0,4,8
103752,4.0,2,6
103753,8.0,3,11
103754,3.0,0,3
103755,2.0,3,5
103756,4.0,5,9
103757,5.0,2,7
103758,5.0,6,11
103759,6.0,3,9
103760,7.0,0,7
103761,6.0,2,8
103762,4.0,1,5
103763,10.0,8,18
103764,7.0,4,11
103765,,3,8
103766,2.0,4,6
103767,5.0,3,8
103768,4.0,4,8
103769,,5,8
103770,2.0,5,7
103771,2.0,2,4
103772,6.0,2,8
103773,12.0,4,16
103774,7.0,4,11
103775,1.0,6,7
103776,8.0,5,13
103777,4.0,2,6
103778,3.0,5,8
103779,10.0,2,12
103780,2.0,5,7
103781,7.0,6,13
103782,3.0,4,7
103783,5.0,3,8
103784,5.0,4,9
103785,9.0,2,11
103786,2.0,4,6
103787,7.0,2,9
103788,5.0,2,7
103789,6.0,5,11
103790,4.0,2,6
103791,5.0,5,10
103792,,4,10
103793,,1,11
103794,7.0,2,9
103795,2.0,9,11
103796,7.0,4,11
103797,5.0,5,10
103798,9.0,3,12
103799,4.0,3,7
103800,7.0,4,11
103801,3.0,3,6
103802,7.0,2,9
103803,6.0,4,10
103804,3.0,2,5
103805,5.0,8,13
103806,4.0,1,5
103807,7.0,4,11
103808,6.0,5,11
103809,3.0,1,4
103810,,1,4
103811,2.0,3,5
103812,,2,8
103813,5.0,4,9
103814,6.0,4,10
103815,5.0,0,5
103816,6.0,2,8
103817,,5,8
103818,5.0,4,9
103819,8.0,2,10
103820,6.0,2,8
103821,4.0,3,7
103822,4.0,2,6
103823,2.0,3,5
103824,6.0,3,9
103825,10.0,2,12
103826,5.0,4,9
103827,3.0,0,3
103828,7.0,3,10
103829,6.0,2,8
103830,5.0,1,6
103831,6.0,6,12
103832,1.0,3,4
103833,5.0,2,7
103834,4.0,2,6
103835,9.0,1,10
103836,9.0,2,11
103837,6.0,3,9
103838,9.0,3,12
103839,7.0,4,11
103840,2.0,2,4
103841,3.0,1,4
103842,4.0,0,4
103843,5.0,4,9
103844,8.0,3,11
103845,4.0,2,6
103846,4.0,1,5
103847,4.0,2,6
103848,3.0,4,7
103849,2.0,1,3
103850,5.0,6,11
